10000 20000
9427 2024 35
8427 9084 9
7983 1549 16
9427 6555 35
2083 1023 34
133 9507 80
1413 2157 71
9370 3365 48
2197 8705 79
29 4497 14
3850 6300 95
4442 6001 22
4664 1468 28
8350 9622 46
2537 1364 29
424 7632 18
7657 2957 72
1099 81 26
6205 3982 27
1529 562 95
5598 7851 39
8425 9 22
6629 3860 22
5795 943 74
2455 5000 22
5729 966 26
9821 6139 4
297 4414 27
712 2877 8
2412 321 25
7969 3764 49
5659 3589 35
2490 1016 90
3266 9838 34
980 3447 40
1088 2280 19
7399 3949 93
3271 2899 57
6183 6692 19
6473 6903 66
1452 3902 72
3964 7097 42
9356 9854 92
4683 6408 55
5505 7552 11
5271 7 66
1857 1501 19
6736 6428 86
6014 8820 39
886 9959 79
4626 6328 25
3651 1940 18
8766 8919 68
9087 680 47
4447 1092 19
9711 7019 48
4382 4095 21
9012 603 13
5013 3029 72
8267 902 39
567 2395 81
2734 8706 89
8880 1079 38
3276 5088 48
3519 5677 92
6209 6859 65
549 7200 83
9871 5259 12
2230 4270 21
30 243 57
4021 6637 92
5689 4968 5
5845 5095 92
9426 5726 19
4549 4207 71
6708 6366 21
3818 767 97
7730 8364 96
3186 4137 81
3969 6336 59
7622 8494 19
7913 9885 88
4458 6559 28
1757 9585 93
4688 9206 3
6342 1613 69
9517 1205 75
3610 699 26
3835 7776 45
2798 1348 84
4554 827 73
9747 1637 14
1547 5474 4
3410 6413 100
2910 1850 72
5283 1386 71
8430 2771 30
4389 4351 16
6686 8981 58
7467 7213 87
5438 9104 15
9142 9424 79
4510 3061 14
3174 3138 57
1946 9079 19
8397 2941 43
7569 2281 96
7891 5552 29
1917 4726 76
8077 9807 40
2920 9762 31
5733 6810 88
5359 6663 18
5310 8833 39
1952 7936 61
4851 4373 39
4304 8578 5
941 3845 15
5947 3860 86
9120 1963 52
204 4551 9
1625 6668 83
3800 3465 6
5854 2581 96
640 7998 29
7539 9821 63
6534 6072 48
8620 5215 5
387 134 79
9994 5509 2
9467 2081 72
9521 2060 73
121 2334 9
7578 7797 65
9387 184 56
4988 1394 26
6521 2875 52
4424 9858 29
4972 8218 52
1441 2041 77
6999 5503 82
6675 6254 33
5806 5813 17
3434 5013 81
5460 7786 1
498 7133 31
4527 4710 7
2192 4842 18
2666 4601 31
4045 8890 42
244 3195 59
7869 2311 65
6668 3279 62
2274 6113 51
2059 684 67
8952 8962 1
82 1628 80
6702 4942 29
6453 7775 30
1731 250 45
1995 8961 40
5292 698 42
2521 6288 61
5580 8052 4
5668 7829 5
8086 7438 76
5963 1474 100
3751 1221 42
8333 1791 24
8079 7577 57
7202 142 26
2093 7206 98
5236 728 89
2561 9957 4
8993 2654 6
1387 701 87
6354 3060 62
6673 2014 100
8325 5022 26
9329 9583 13
4185 7845 39
6932 8106 34
53 3894 56
5293 3290 73
6295 4597 79
8901 4445 91
8095 2943 97
7564 5289 93
9597 5559 93
3342 2588 75
1142 3242 58
1061 9593 23
9841 1745 9
663 8602 2
7506 6831 33
1290 3120 49
5402 1391 37
4519 5672 91
5528 1167 84
5219 4373 86
5971 3342 70
7133 8637 83
6720 8928 82
5729 2882 63
5007 4908 55
3858 1262 36
284 3177 20
4644 3725 45
6355 7649 25
8967 8848 46
3149 1506 15
3698 1774 47
5530 692 95
4734 8865 54
8617 131 27
6285 1058 89
5258 9989 89
5374 4621 22
5489 5887 18
8919 9558 76
6172 5370 88
2815 7924 65
5702 7604 4
29 4199 24
7121 6993 69
7079 4753 50
2115 8489 37
3573 6061 100
9081 2713 50
9608 2574 36
1310 2347 85
3773 3504 76
934 6837 3
7615 3292 96
9792 3036 40
9257 9802 50
3237 7287 70
8707 3495 66
8523 1746 33
1089 7059 28
7461 956 57
4399 750 33
835 3329 57
7582 1620 62
4905 7793 41
4549 7049 83
7996 5437 84
5063 7546 40
8512 203 12
8777 2780 22
3579 903 89
820 2404 54
5900 2676 78
7742 561 47
4273 5018 51
3510 384 32
9560 1486 4
1592 3162 44
2601 218 20
8873 6327 56
9099 3488 69
8645 7276 40
3194 5986 91
1344 9040 51
386 9760 38
530 5936 74
943 159 77
5507 1945 50
9922 533 17
3119 5707 90
2652 2165 14
6239 5146 95
4355 6354 31
1783 9302 6
1955 5237 92
2530 4460 36
7089 7321 23
3832 5424 57
2604 4512 57
3241 5902 90
1525 3074 59
8354 4376 58
9082 4292 7
3856 2080 46
8633 94 53
2022 7279 96
2914 9097 97
7374 5520 37
1985 2836 23
6325 5202 18
7246 5759 90
2627 8840 83
5197 1743 65
7371 2318 70
1975 6415 89
920 3459 24
3411 9818 48
2160 3653 95
2009 340 44
937 396 30
1170 9250 51
4755 7014 100
3016 6749 78
6904 5070 30
3978 2063 42
1770 7266 31
7832 4266 52
4777 8530 50
7696 2934 80
8672 8321 19
9602 1495 93
2238 4298 44
5413 7174 22
4548 3131 95
7882 9825 29
6711 2613 46
5647 549 42
1748 7050 13
8421 571 52
5408 915 58
1032 2414 42
476 7941 78
5183 4756 76
6255 2831 76
8411 7874 73
9542 6673 43
1330 1408 13
1473 1683 30
8694 960 52
2742 8441 34
3722 6984 57
2967 9471 72
1505 138 74
8217 1509 35
7582 2664 87
1082 3051 58
5029 1486 71
6163 5135 46
9824 8060 10
6593 9476 12
480 4774 95
4251 5976 50
4221 8288 43
8226 5899 9
5549 8388 23
7261 1266 3
9384 9914 32
4389 623 16
3897 4726 57
8483 5039 97
3831 7789 72
2249 6533 72
7561 9402 40
8647 8095 94
8857 9043 97
4569 7446 30
7856 6901 67
8577 5056 67
135 1519 5
9351 8062 89
5702 6126 27
2496 9782 71
1087 4614 5
5659 8701 30
9018 1162 17
7216 8531 71
5927 2064 11
5072 4573 18
608 9292 54
8063 5208 86
4982 5432 77
9699 7083 58
3742 1171 70
4117 2226 1
4630 5685 88
5202 8955 86
7912 7848 75
9607 7960 44
3614 8283 52
8725 6140 70
325 8251 18
8495 7145 9
8100 107 99
8163 2898 17
737 9793 70
3828 9772 57
1014 8507 9
700 9625 83
9722 5124 61
3480 1319 45
737 8505 78
6630 1230 86
8239 8431 24
7658 8202 98
5874 4650 22
7583 2498 78
4506 3309 8
945 4332 46
8146 451 23
5750 6320 91
9031 8709 49
8571 3963 67
9798 1114 37
6254 661 24
8966 203 75
1753 4682 50
2684 6451 3
6936 359 74
803 9150 88
6304 2603 96
1017 5026 3
8164 1125 6
3821 7986 10
2597 5285 1
6119 337 19
5372 9430 44
4395 1122 47
7773 2423 83
7108 9269 80
8613 9701 1
851 1116 33
8839 9075 42
3116 3003 91
5803 145 25
9613 4496 88
3056 1870 19
6432 8753 95
8175 3915 26
7917 6639 6
6394 7213 54
6936 4235 34
8312 4448 84
7783 5508 15
8097 5602 57
3980 4764 71
3788 6638 50
2195 7497 8
9091 4748 58
5977 263 66
9762 1083 98
776 2337 22
3090 8293 21
4998 9384 75
4285 3897 81
4542 3446 55
4640 1453 8
7372 90 89
9743 4429 54
611 6599 79
7791 1773 89
2221 7935 43
5023 7366 89
6168 1240 30
9099 991 82
8518 2223 94
3312 706 80
6653 8093 95
1038 5137 7
150 8422 9
4393 676 75
7839 9052 85
9463 5120 12
5544 165 90
3763 1017 94
5643 3206 78
4110 9434 93
548 1341 62
4186 3857 43
4818 4826 24
6496 6340 64
9417 6939 35
1530 2499 97
2869 5406 16
2538 7299 58
7023 6811 31
4077 2193 67
6163 3683 42
3325 7935 3
4112 9716 65
8744 675 22
1094 9565 44
7286 7306 1
2463 2756 69
6199 3607 60
4597 2211 92
5152 8839 16
5320 8674 65
2131 2604 29
3450 5937 32
7887 7278 48
4990 5814 50
4087 1528 1
188 1232 52
7411 1187 39
9836 318 97
5393 4871 47
7951 8598 54
4430 1007 81
9482 182 94
4611 5691 25
864 5768 51
6859 3503 26
953 8844 43
5870 7163 59
6933 4337 3
1844 2177 68
8257 4694 3
720 8364 4
202 9429 60
903 6294 86
879 2890 71
7347 7140 9
1999 3711 43
2702 8010 37
68 2481 18
1465 7476 4
5989 9003 42
4128 5047 37
3568 8080 65
4127 5949 52
9360 6505 7
2001 6000 56
9222 7980 93
4149 6755 52
7231 3239 27
1066 9842 28
688 8128 44
1488 9862 78
1807 7570 36
4253 845 55
7818 7477 83
2597 6200 95
1814 3105 100
4816 6856 37
5732 4277 70
1801 1424 29
8261 9829 70
9708 1675 93
9161 5878 56
114 6036 4
8685 1385 19
9658 3455 16
9892 6743 14
8428 7260 70
1162 6314 7
7875 3048 40
2026 5905 6
6865 4363 26
6421 8027 10
8938 3116 41
4442 85 62
6880 5280 84
2268 49 93
9550 3876 62
8328 3396 34
7265 9138 52
277 9166 46
9305 39 11
1457 9864 35
6074 1170 56
8184 1236 68
1431 5055 14
5056 7318 58
9433 1219 20
9699 575 9
8316 7996 92
6311 36 84
8648 732 94
5263 5143 10
1550 6764 83
3729 6390 52
4974 7141 79
9705 6729 65
9875 9269 78
492 1113 20
4767 6967 85
9699 1834 73
8433 4338 62
524 3697 74
4842 6389 49
161 256 35
1943 7777 55
7441 9916 91
1235 8897 29
1513 7172 50
9204 6822 70
3762 4491 69
9780 8817 100
5402 3439 65
9515 3664 19
6699 785 2
8605 6136 15
3845 6008 13
4535 834 66
425 1539 54
8542 6328 89
529 9072 65
5306 837 49
1422 8612 48
1717 4892 30
9553 4419 82
5702 2402 32
5479 5555 66
1152 5708 76
1450 4355 52
6526 7524 16
8098 3450 87
9 1985 51
2375 7578 28
9955 2034 3
2453 8908 41
4897 3248 11
9877 7732 17
2725 3074 100
7922 6611 6
6002 7340 28
3379 9423 89
9741 2673 56
3470 1644 15
7245 619 86
2969 9784 100
5996 9032 45
4089 4169 60
4389 6018 99
179 5883 60
8363 1138 7
5583 8283 83
4158 2452 67
6014 847 20
4535 2801 65
3236 8209 16
9630 4253 22
375 5748 3
4160 6711 18
8885 1128 75
5046 4836 97
9115 9266 6
9205 6680 21
5459 3671 55
2292 5831 35
8689 7031 70
9831 7589 75
3443 830 24
1073 9880 43
3517 21 24
4704 9244 68
9768 5716 57
3403 8125 88
838 4925 59
3206 995 25
1434 3188 79
8358 701 53
5600 4532 27
9625 5228 45
423 6651 18
9484 381 27
1020 5817 32
7630 7771 41
8111 7447 45
4742 9154 72
900 1800 46
5118 1995 39
6149 4694 34
7005 4889 6
8731 2711 93
6327 4951 20
1625 6817 33
522 5034 4
5577 2994 77
8086 4862 42
1530 3724 38
366 5187 94
1789 1597 55
983 4182 86
945 1188 97
2439 7288 37
2260 5933 96
2194 6697 54
1936 9501 53
8953 9631 14
1135 9548 27
9883 278 39
5457 4046 13
6588 3762 4
7097 2463 46
45 9655 98
690 8322 92
8111 645 47
94 30 93
2571 8360 45
6917 1221 73
2369 5695 81
2495 9895 63
1164 1536 33
4062 9889 23
4208 7437 68
5867 9975 59
2601 9968 78
4158 4011 67
1529 7498 31
9664 3183 3
5821 9169 87
2644 5461 82
6834 1522 55
9048 6359 60
8481 7427 21
9962 7194 58
2031 3725 44
5015 9658 93
8090 5159 31
9190 5288 17
9383 304 97
9641 4053 81
2584 7191 44
3022 503 18
1147 6055 40
9009 9014 17
1013 885 93
4054 1036 26
8171 4375 4
7316 6117 17
159 1623 38
1134 9745 74
4012 6951 74
157 8137 19
5164 3514 32
3515 8268 78
5282 3158 94
4146 2769 33
1888 9308 41
1055 353 17
5982 6863 28
892 1894 15
6405 1133 91
3197 3918 17
3197 1840 14
9645 4258 52
8015 3446 39
8908 8826 95
5268 4546 66
8578 4055 99
5617 5186 31
4132 4947 23
8532 5243 65
4256 2327 27
873 8754 91
8111 2665 97
1038 3431 74
3684 3123 12
8140 4850 86
4670 1331 56
9275 6973 93
9435 6667 41
4391 1106 75
3636 9958 93
6099 9925 3
8840 4488 94
9146 7271 63
983 3652 44
9167 3646 92
8637 6641 4
42 9768 87
6842 2528 8
870 2677 88
7209 5777 64
938 14 95
6736 4435 1
3657 266 44
5448 5226 80
5374 8172 7
1618 2978 42
5891 4324 65
8929 2816 66
4373 4148 77
9657 1560 57
1385 6220 91
4065 1804 2
954 4674 4
8783 3875 38
6578 8831 8
2941 6324 84
7215 9851 76
9415 8053 93
1595 1412 26
1293 6683 100
2189 869 50
2644 6880 36
8257 2294 99
7213 6354 48
947 5683 27
1439 533 14
2756 8595 37
8390 8515 36
1025 7536 58
1818 4130 82
8509 7514 96
6498 510 100
2921 9537 87
2921 8016 58
2611 4170 64
789 6442 16
7786 2256 24
3960 8174 53
7720 3855 34
6303 8978 14
5026 11 34
3631 4548 76
8803 3679 50
8791 1457 49
87 4501 63
6665 2526 6
8706 1162 27
6074 4483 55
1144 7738 56
5980 2700 42
6407 5241 52
8600 6754 19
7566 4110 26
5115 2667 5
4803 6133 44
7000 8482 49
8242 8328 40
1886 107 38
9243 31 29
6667 8034 40
8306 9536 56
5099 3158 46
7790 9335 22
9205 8856 94
5165 1649 82
6773 9456 54
9144 4782 83
2017 255 27
1791 9776 51
9562 745 55
287 3069 77
2346 407 75
1811 3091 29
8594 4675 48
3919 9456 43
8734 3745 34
3019 341 5
9099 3416 19
235 4565 83
8997 3902 18
6662 9326 33
6810 821 39
27 9398 7
6040 2972 9
7622 3847 32
1987 3509 55
3781 8270 5
7013 708 41
3235 6324 5
2641 818 24
770 7312 85
4375 75 48
5337 372 87
2232 8230 65
7398 8618 55
2140 5691 25
8003 890 41
1088 9249 15
483 4224 32
9463 7813 10
4745 4438 1
1764 8751 76
7587 861 50
5628 2589 45
6532 1142 59
47 1153 20
4871 9596 21
8210 4122 93
5652 1694 68
9408 8797 27
8409 3660 80
8955 880 9
6003 7728 73
8124 1676 80
9571 9721 89
7703 6116 12
6929 1966 22
6041 3351 87
9842 9343 9
4639 1956 48
2275 9570 35
5347 8198 98
7427 6705 84
6103 9433 61
3426 3991 38
31 4430 21
4017 6079 46
3283 4899 23
9925 377 72
69 957 74
832 3262 55
1891 2119 72
2852 7823 87
4690 4652 49
1648 4201 9
2770 4735 12
3058 7026 24
6914 6874 82
7209 5181 68
544 5445 19
3420 2206 42
5364 840 18
5064 1754 78
2263 1174 97
5515 2414 58
2895 3405 64
4812 9308 80
3683 6775 48
5515 7485 10
7962 1007 48
6695 3249 86
2148 8671 15
6126 8367 98
7793 163 34
7852 4557 43
6790 9513 19
585 2022 2
5851 4234 73
2634 4337 9
5064 6876 7
6946 1097 58
2608 610 39
7275 8306 5
1601 5986 53
124 7831 15
7968 4094 33
3684 6061 18
2519 2249 65
6024 4162 88
5318 2905 4
8160 1504 53
3603 6305 11
3393 7584 50
8483 6517 86
7027 5163 36
3959 1162 40
3962 8355 28
4318 1060 80
9024 4525 48
1943 5137 70
639 6960 66
7840 7736 90
7040 7891 74
8558 3023 28
6239 1909 69
5590 6069 9
9705 9522 57
3568 8471 93
3178 6701 17
8808 2647 65
2526 1949 43
517 7779 93
5204 3766 32
8670 6970 57
6464 7370 57
9310 6577 35
220 6330 47
9498 9534 76
5593 6406 29
5561 8999 18
7330 8210 58
4408 2060 15
5161 7009 63
7959 6952 94
957 975 4
9752 5649 45
6007 9548 28
5893 2425 7
4925 1419 32
534 6492 48
7005 9158 80
688 4014 61
8651 469 36
5705 7135 93
3704 4670 58
2682 9202 80
1426 3042 61
3231 6759 91
9972 251 58
1889 8543 40
433 4119 25
6258 5537 21
3705 1374 79
7799 4098 37
9591 3996 65
5195 9234 22
268 8672 100
6037 5794 87
8274 7139 54
7404 6474 78
7163 6320 49
8914 2165 12
2253 1135 11
9139 3614 63
9774 3276 67
5592 5495 72
4813 5864 44
7009 9607 6
2367 8713 36
6862 2624 23
7952 627 54
5378 2867 24
9246 6677 40
1544 3833 34
5097 8646 79
3839 223 18
6636 913 26
9971 6899 67
8899 3538 58
6600 9191 27
698 2963 55
7766 9180 91
809 4898 76
2213 3123 54
4454 7425 87
1354 8855 7
4679 840 19
2402 7494 20
2201 3042 53
8291 9134 68
1128 9567 88
6386 61 64
920 5334 56
655 7839 47
1588 6900 78
4291 8858 63
6940 317 36
4739 6297 68
6557 6295 78
3337 3187 94
2856 6365 74
8350 7082 70
2989 6645 70
7551 4804 96
6927 2533 1
4189 8974 93
3975 1920 68
6368 9188 79
2856 6582 58
9591 862 74
9359 8335 71
1340 9471 79
760 6376 28
8890 6074 95
288 7752 20
8317 3961 67
146 8018 93
2250 8653 31
7201 2421 47
560 3330 8
6341 4251 52
4034 7572 83
2972 8506 5
9608 4164 89
4554 8245 17
9356 4738 20
7060 4141 65
1670 3213 76
3952 7377 98
9059 5931 46
8569 4743 27
4412 7954 16
2350 4805 92
7712 9379 21
5330 6336 51
409 3018 83
4013 4561 6
8955 4315 37
5359 3375 65
7927 6203 35
1319 9449 22
704 4127 91
4434 3959 1
7959 9404 57
4009 7445 99
7273 3175 47
7104 4262 80
406 6784 33
4216 7035 26
2467 3168 36
5297 3055 8
4448 4114 62
4443 8550 90
5600 5198 19
6552 5744 42
2282 5418 17
7229 7832 31
2772 425 53
9928 8582 1
1365 2004 22
421 7282 78
117 4857 63
4733 1909 17
8630 4416 4
364 3052 67
4402 2647 81
1131 2461 74
171 4594 54
5570 6135 96
7356 2170 66
9342 5567 60
9471 80 39
1686 2551 98
5467 3666 23
2071 4005 76
8326 9691 90
6296 694 26
8879 3165 80
1110 4648 9
3036 5539 62
6646 5035 23
9296 8332 52
6609 3811 44
6399 5554 17
8247 7809 74
3256 5417 90
41 4061 45
6196 9740 25
9950 3419 87
9492 7408 39
9341 4316 69
2559 9961 37
4199 9949 27
5123 9486 55
9333 9438 14
5363 9063 34
4287 2718 4
798 9875 40
6147 6874 70
7457 1529 33
6844 6466 30
6014 4039 2
7408 6635 75
598 1645 53
705 9403 94
8403 5124 83
8618 5285 51
3493 4870 18
5091 9431 9
313 2825 25
6879 153 53
539 9582 40
2837 3004 98
8158 3710 54
1392 8203 8
7976 8894 51
9861 2535 45
1255 1025 32
3819 8892 72
7826 1108 76
6153 6284 49
777 9171 67
2941 3882 95
7437 7225 49
9234 2959 66
5291 6327 61
668 1035 69
5871 6726 98
6563 6969 33
2433 5857 64
9638 6978 65
1832 2889 56
4086 9197 16
252 4512 30
1185 2000 52
6167 9664 24
9795 3138 97
9782 8208 9
7095 2804 67
79 9386 48
3510 1363 27
4386 6038 91
4133 9270 25
3343 1662 6
3652 1130 40
2009 3568 43
8919 390 15
232 3649 14
7457 4035 62
8184 2833 2
1962 1962 74
5505 5521 38
826 3604 1
5356 414 51
5335 7212 40
7358 3536 97
3970 7762 34
2152 8272 22
8384 171 58
7879 6966 61
7652 9110 27
8359 2623 28
5953 8369 28
1436 6319 50
8716 4502 27
275 1855 36
1213 2650 38
381 8181 16
7545 7176 41
910 9281 99
2283 797 28
9872 7283 38
4235 2456 28
5319 4257 82
8277 2331 42
1636 1870 61
1245 6162 13
2684 9440 73
8916 8621 75
3546 409 95
4456 9299 58
7911 1238 79
2962 5187 3
1115 4509 87
1740 5618 51
5244 2893 9
5285 3023 55
1308 9866 94
6148 7556 47
8135 3908 73
795 7929 17
101 2837 78
1053 6036 1
1723 8391 83
3167 6291 58
3864 8567 96
3370 5688 34
2429 7936 4
7680 6437 49
3414 5351 70
4223 4280 4
6008 3797 43
5394 5436 1
8933 7484 6
7727 3425 56
114 9206 57
2843 7236 15
774 7627 48
4301 7424 84
3429 8137 61
5475 7422 65
7803 1056 73
4965 2994 84
4960 9163 48
431 1011 67
8141 4644 96
2860 3200 91
7332 9933 51
8883 9070 9
4723 8242 52
4626 5119 58
515 7216 55
3355 7440 87
8550 2991 82
4234 6700 1
3322 7 47
3997 7733 17
249 2525 54
7628 1327 30
3048 7665 93
4822 3949 58
4413 5458 13
4032 7150 16
2480 391 19
7575 766 67
9786 7299 100
447 826 41
9697 9520 32
8387 5309 24
2145 5984 31
832 3183 63
1598 7735 79
4094 5972 96
2150 9876 14
4467 9612 100
4000 3357 45
6685 4901 95
5060 6738 84
2566 2170 29
1407 6409 91
1453 4853 14
6960 774 63
6538 4337 83
5160 3808 67
8874 7661 42
4678 4254 39
5145 8285 90
8880 1610 31
5398 6930 14
9770 8012 44
8206 6359 10
1967 460 52
7291 5629 31
6366 8899 89
1145 6583 59
6818 5764 61
8406 4541 98
6890 3395 54
4662 8895 48
687 1260 96
7768 2881 73
5778 1961 90
4961 2028 1
7012 6182 51
5684 9803 30
2392 6671 68
5008 5437 59
5521 5176 37
8199 7926 45
8858 7380 39
9461 3565 17
1258 4012 87
5424 8592 53
6414 9697 55
5239 3444 72
9058 9439 14
1589 7244 84
3409 1088 83
1924 9153 7
7545 5837 70
5158 567 80
8184 2594 70
8141 3180 50
2143 6653 40
3834 898 14
8981 2517 90
3477 3743 22
3497 8518 27
2283 5544 45
6018 9927 7
6256 5164 23
1401 1542 97
7064 4893 38
6643 6499 54
4925 1074 25
4130 7874 65
286 463 24
2557 2654 40
3735 5121 48
2242 6199 28
3003 3250 47
8364 38 86
4886 7924 51
4897 3620 53
583 9484 7
6186 2974 79
6293 1014 51
1694 6954 55
7576 9640 80
6660 6577 94
7383 436 70
9649 6794 2
826 974 44
7726 3434 11
4900 1834 35
5427 5922 54
3761 9208 97
1662 1557 69
8482 129 37
6674 955 79
6148 5128 41
557 7917 90
3433 9533 69
2266 4281 42
7454 9501 52
9873 8553 69
2223 2701 69
7174 4744 42
218 9437 73
3152 925 10
6885 7268 19
6028 503 3
6291 9189 8
5815 7682 60
5716 3660 74
575 2125 87
2191 1396 92
7264 3499 40
8720 8257 64
3446 6189 71
8063 63 38
8633 6652 30
7504 1587 21
3667 4623 14
910 1733 54
9273 7423 100
3710 9245 92
791 9829 98
5434 5931 90
6389 2910 93
7497 6122 88
9465 893 83
3338 6858 69
8200 831 100
4237 2527 35
4926 6226 35
1669 9421 69
6152 5992 38
9412 8123 87
2714 1666 92
7652 3680 54
3469 2552 97
6308 34 57
9197 2708 58
685 4171 12
5653 9574 61
2925 9441 92
7458 4481 43
4051 5492 40
6843 4914 58
3460 8531 18
137 2563 41
9094 5563 58
5661 2077 97
3753 5626 58
812 7238 61
5836 3031 37
6692 8575 77
8185 5665 26
3175 866 58
130 3830 20
8806 9980 82
4009 2757 43
8858 1322 10
8795 8491 98
1598 9530 40
7673 652 88
353 9693 14
3306 1449 31
4133 6043 50
5272 2309 20
1563 3550 96
7014 4469 51
7186 4539 10
370 5735 73
9168 8218 84
3891 5679 59
2388 7678 85
9610 8894 99
6548 221 100
1328 8073 94
9703 3744 9
2510 6934 93
1760 1209 14
8681 9673 52
2285 6497 62
5902 5524 27
6936 8253 53
7538 497 70
7100 1108 66
2513 5698 44
3968 7366 85
1574 3015 48
9213 1548 89
6812 1135 98
3488 7373 99
7554 7319 76
6012 7195 12
8231 2833 37
4703 1941 28
826 12 5
9378 9007 35
1447 2922 89
9893 4167 78
895 5158 11
3640 1506 94
6570 2767 16
8305 2756 66
6418 2046 57
6622 6293 37
1962 2975 72
7218 8958 78
1153 8030 34
946 2609 56
1625 4280 58
6553 7083 50
6660 1924 89
1059 8595 10
4077 5693 69
7475 5727 1
9612 8126 85
2492 4267 87
9872 4652 94
7517 573 69
960 936 52
822 4953 60
6143 8579 21
3529 6659 92
8364 8120 47
7149 6188 66
9429 2058 88
2293 8551 67
6047 6195 11
5869 9887 64
9164 5187 100
5188 7481 43
9944 1313 87
3357 9256 99
1240 3830 33
5357 1390 3
3862 8100 27
5553 1447 48
631 4529 3
3991 9279 8
5554 3295 42
5557 8929 20
2880 7508 40
8303 5204 16
5555 5706 71
3196 4912 43
5760 2034 64
2537 6153 93
6229 8458 74
1745 3776 47
2548 2299 5
8330 979 78
6589 2757 26
1693 9760 98
5662 4446 75
5199 454 12
2356 7996 82
2350 442 47
8990 803 68
1983 7087 79
9222 794 97
1200 6807 53
1891 9839 18
8723 721 5
9807 4337 15
9373 9355 21
8264 7688 9
8430 6038 76
6667 4605 8
1639 2433 46
5982 4288 72
8929 1228 96
3120 552 76
2862 9180 69
9729 2710 3
5342 8641 36
5217 8981 72
8213 3939 91
9459 4255 84
8549 213 25
1497 9553 40
342 7727 51
2855 9131 64
787 595 81
1817 9068 4
158 1020 88
8340 795 74
9279 131 27
4950 4622 18
8443 9777 67
8446 8153 14
5959 9224 91
3195 8253 92
6233 1812 35
906 5240 50
2751 1833 90
3936 3827 15
2547 3829 10
1222 2897 7
8627 5030 56
9869 9796 19
2222 6878 76
5514 1767 3
618 6769 93
8518 1110 28
2393 6878 7
2040 953 88
83 1214 63
3884 4418 15
1832 8169 81
5907 6751 61
6532 2832 5
3108 8272 95
1416 1812 3
9287 3672 8
2117 842 38
7615 183 40
4869 9497 88
5373 2583 40
2356 6199 92
5647 9754 18
2815 9740 10
5329 4214 33
987 5055 20
5898 1927 90
2082 465 25
2203 6218 66
9748 5855 72
9782 2482 90
9292 5348 72
3614 1293 79
8853 7643 52
2072 119 86
832 3371 13
7048 1122 100
6063 4650 47
4273 3812 28
6529 9763 46
9983 6715 51
3880 6054 37
1118 4141 12
1955 3900 38
2396 9054 26
4098 1351 77
1028 4946 61
9107 5467 66
767 8766 64
8011 2723 40
4269 6164 29
2926 5140 37
887 3790 55
2076 6365 93
7403 9677 47
6694 6089 95
1540 9879 90
4070 9503 34
9231 5765 41
2377 6410 99
9971 2370 1
3662 1197 37
4525 8922 8
1395 2930 20
4397 6153 94
4242 688 31
4535 4000 56
5803 5731 93
3140 2975 27
8236 7027 26
9580 3982 85
787 1526 45
3315 4519 10
8796 5366 17
5412 6594 31
992 7931 53
2762 1194 53
1370 821 65
2098 6115 48
6754 1696 38
1659 3257 81
9618 8028 40
6862 588 11
741 1976 71
3308 3067 77
4305 5137 53
4708 898 9
4349 7491 24
6193 3064 3
4916 9973 95
9926 6243 8
2040 5676 33
1405 6027 15
2281 4849 75
3234 5639 3
9077 7852 10
6061 7535 19
7749 882 62
7480 235 34
9754 8610 68
3018 2007 68
3820 7657 18
1379 7649 58
6410 9221 69
9505 6425 20
5496 6857 67
7322 860 97
7341 1183 62
4152 3212 49
7114 6358 61
4412 6895 96
2001 3471 97
4759 5606 77
6820 1054 97
2605 3694 83
4870 4498 46
2537 4250 15
528 6095 56
5032 3733 100
7200 8405 39
3702 4758 15
2945 8813 26
8554 3549 71
1341 7827 40
3494 7810 79
1600 5606 8
7504 4037 21
8973 4958 69
3564 8524 67
9114 8461 13
8517 2118 10
9897 8261 39
4933 3241 74
269 903 2
2339 5447 53
4259 3323 38
9140 429 14
6426 1373 5
9020 7432 100
3909 166 1
1331 5011 49
7708 6390 21
7597 6819 71
6862 8275 92
2464 8175 75
3839 2312 19
4664 1973 91
4638 9117 87
1897 6520 9
9989 4067 22
7891 8434 23
7498 8301 16
6334 4251 35
7450 2547 37
5113 1263 62
4578 5785 67
9386 771 14
4960 808 42
5587 145 50
4408 6868 15
7557 8652 65
2653 1980 59
9116 7243 70
2995 983 17
5090 4206 95
4809 2441 92
5815 863 83
4650 9827 100
4648 9711 42
1341 5436 40
4918 9394 94
3203 5244 35
1287 5752 82
7277 1073 89
6386 9898 15
2674 8282 59
2144 8049 100
1934 8020 8
6057 4428 25
3783 8869 85
473 1313 3
1115 7018 99
1056 22 87
5160 1989 17
2005 661 98
3114 3090 80
8285 7860 53
8629 5469 50
1316 8729 21
6885 5700 99
3944 2695 35
6945 5482 14
1172 1052 77
3947 716 24
8599 6456 64
5606 517 46
6044 7429 45
2893 1595 55
7596 6386 40
5657 538 62
6297 6443 48
5405 6754 50
9524 7222 14
6773 3212 35
6319 6426 13
4441 4308 65
7398 3568 4
8267 2318 41
1589 4057 15
8206 5487 93
877 8128 4
2142 487 20
8469 5920 1
1344 670 71
4395 1196 35
4981 5354 24
2903 6206 41
6110 8567 24
6564 5897 57
2481 8424 74
4753 5776 34
5338 8052 86
3931 1057 68
7525 28 31
1238 5846 4
9823 3785 61
899 487 86
4381 282 26
4512 2584 58
